rcp,level,seg,costtype,time,value
rcp85_p1180,optimalfixed,NA,stormPopulation,2,0
rcp85_p1181,optimalfixed,NA,total,2,0
rcp85_p1182,optimalfixed,NA,inundation,3,0
rcp85_p1183,optimalfixed,NA,relocation,3,0
rcp85_p1184,optimalfixed,NA,storms,3,0
rcp85_p1185,optimalfixed,NA,stormCapital,3,0
rcp85_p1186,optimalfixed,NA,stormPopulation,3,0
rcp85_p1187,optimalfixed,NA,total,3,0
rcp85_p1188,optimalfixed,NA,inundation,4,0
rcp85_p1189,optimalfixed,NA,relocation,4,0
rcp85_p1190,optimalfixed,NA,storms,4,0
rcp85_p1191,optimalfixed,NA,stormCapital,4,0
rcp85_p1192,optimalfixed,NA,stormPopulation,4,0
rcp85_p1193,optimalfixed,NA,total,4,0
rcp85_p1194,optimalfixed,NA,inundation,5,0
rcp85_p1195,optimalfixed,NA,relocation,5,0
rcp85_p1196,optimalfixed,NA,storms,5,0
rcp85_p1197,optimalfixed,NA,stormCapital,5,0
rcp85_p1198,optimalfixed,NA,stormPopulation,5,0
rcp85_p1199,optimalfixed,NA,total,5,0
rcp85_p1200,optimalfixed,NA,inundation,6,0
rcp85_p1201,optimalfixed,NA,relocation,6,0
rcp85_p1202,optimalfixed,NA,storms,6,0
rcp85_p1203,optimalfixed,NA,stormCapital,6,0
rcp85_p1204,optimalfixed,NA,stormPopulation,6,0
rcp85_p1205,optimalfixed,NA,total,6,0
rcp85_p1206,optimalfixed,NA,inundation,7,0
rcp85_p1207,optimalfixed,NA,relocation,7,0
rcp85_p1208,optimalfixed,NA,storms,7,0
rcp85_p1209,optimalfixed,NA,stormCapital,7,0
rcp85_p1210,optimalfixed,NA,stormPopulation,7,0
rcp85_p1211,optimalfixed,NA,total,7,0
rcp85_p1212,optimalfixed,NA,inundation,8,0
rcp85_p1213,optimalfixed,NA,relocation,8,0
rcp85_p1214,optimalfixed,NA,storms,8,0
rcp85_p1215,optimalfixed,NA,stormCapital,8,0
rcp85_p1216,optimalfixed,NA,stormPopulation,8,0
rcp85_p1217,optimalfixed,NA,total,8,0
rcp85_p1218,optimalfixed,NA,inundation,9,0
rcp85_p1219,optimalfixed,NA,relocation,9,0
rcp85_p1220,optimalfixed,NA,storms,9,0
rcp85_p1221,optimalfixed,NA,stormCapital,9,0
rcp85_p1222,optimalfixed,NA,stormPopulation,9,0
rcp85_p1223,optimalfixed,NA,total,9,0
rcp85_p1224,optimalfixed,NA,inundation,10,0
rcp85_p1225,optimalfixed,NA,relocation,10,0
rcp85_p1226,optimalfixed,NA,storms,10,0
rcp85_p1227,optimalfixed,NA,stormCapital,10,0
rcp85_p1228,optimalfixed,NA,stormPopulation,10,0
rcp85_p1229,optimalfixed,NA,total,10,0
rcp85_p1230,optimalfixed,NA,inundation,11,0
rcp85_p1231,optimalfixed,NA,relocation,11,0
rcp85_p1232,optimalfixed,NA,storms,11,0
rcp85_p1233,optimalfixed,NA,stormCapital,11,0
rcp85_p1234,optimalfixed,NA,stormPopulation,11,0
rcp85_p1235,optimalfixed,NA,total,11,0
rcp85_p1236,optimalfixed,NA,inundation,12,0
rcp85_p1237,optimalfixed,NA,relocation,12,0
rcp85_p1238,optimalfixed,NA,storms,12,0
rcp85_p1239,optimalfixed,NA,stormCapital,12,0
rcp85_p1240,optimalfixed,NA,stormPopulation,12,0
rcp85_p1241,optimalfixed,NA,total,12,0
rcp85_p1242,optimalfixed,NA,inundation,13,0
rcp85_p1243,optimalfixed,NA,relocation,13,0
rcp85_p1244,optimalfixed,NA,storms,13,0
rcp85_p1245,optimalfixed,NA,stormCapital,13,0
rcp85_p1246,optimalfixed,NA,stormPopulation,13,0
rcp85_p1247,optimalfixed,NA,total,13,0
rcp85_p1248,optimalfixed,NA,inundation,14,0
rcp85_p1249,optimalfixed,NA,relocation,14,0
rcp85_p1250,optimalfixed,NA,storms,14,0
rcp85_p1251,optimalfixed,NA,stormCapital,14,0
rcp85_p1252,optimalfixed,NA,stormPopulation,14,0
rcp85_p1253,optimalfixed,NA,total,14,0
rcp85_p1254,optimalfixed,NA,inundation,15,0
rcp85_p1255,optimalfixed,NA,relocation,15,0
rcp85_p1256,optimalfixed,NA,storms,15,0
rcp85_p1257,optimalfixed,NA,stormCapital,15,0
rcp85_p1258,optimalfixed,NA,stormPopulation,15,0
rcp85_p1259,optimalfixed,NA,total,15,0
rcp85_p1260,optimalfixed,NA,inundation,16,0
rcp85_p1261,optimalfixed,NA,relocation,16,0
rcp85_p1262,optimalfixed,NA,storms,16,0
rcp85_p1263,optimalfixed,NA,stormCapital,16,0
rcp85_p1264,optimalfixed,NA,stormPopulation,16,0
rcp85_p1265,optimalfixed,NA,total,16,0
rcp85_p1266,optimalfixed,NA,inundation,17,0
rcp85_p1267,optimalfixed,NA,relocation,17,0
rcp85_p1268,optimalfixed,NA,storms,17,0
rcp85_p1269,optimalfixed,NA,stormCapital,17,0
rcp85_p1270,optimalfixed,NA,stormPopulation,17,0
rcp85_p1271,optimalfixed,NA,total,17,0
rcp85_p1272,optimalfixed,NA,inundation,18,0
rcp85_p1273,optimalfixed,NA,relocation,18,0
rcp85_p1274,optimalfixed,NA,storms,18,0
rcp85_p1275,optimalfixed,NA,stormCapital,18,0
rcp85_p1276,optimalfixed,NA,stormPopulation,18,0
rcp85_p1277,optimalfixed,NA,total,18,0
rcp85_p1278,optimalfixed,NA,inundation,19,0
rcp85_p1279,optimalfixed,NA,relocation,19,0
rcp85_p1280,optimalfixed,NA,storms,19,0
rcp85_p1281,optimalfixed,NA,stormCapital,19,0
rcp85_p1282,optimalfixed,NA,stormPopulation,19,0
rcp85_p1283,optimalfixed,NA,total,19,0
rcp85_p1284,optimalfixed,NA,inundation,20,0
rcp85_p1285,optimalfixed,NA,relocation,20,0
rcp85_p1286,optimalfixed,NA,storms,20,0
rcp85_p1287,optimalfixed,NA,stormCapital,20,0
rcp85_p1288,optimalfixed,NA,stormPopulation,20,0
rcp85_p1289,optimalfixed,NA,total,20,0
