segments,variable,value
Philippines10563,R,0.573435
Philippines10568,R,0.533435
Philippines10569,R,3.361435
Philippines10587,R,3.395487
Philippines10640,R,3.355435
Philippines10663,R,3.349435
Philippines10527,R,3.580487
Philippines10534,R,3.528487
Philippines10535,R,3.392487
Philippines10536,R,3.371487
Philippines10537,R,3.370487
Philippines10549,R,3.392487
Philippines10526,R,0.510487
Philippines10528,R,0.506487
Philippines10529,R,3.416487
Philippines10530,R,3.382487
Philippines10531,R,3.437487
Philippines10532,R,3.475487
Philippines10533,R,3.500487
Philippines10538,R,3.419487
Philippines10539,R,3.488487
Philippines10540,R,3.466487
Philippines10541,R,3.354435
Philippines10542,R,3.369435
Philippines10543,R,0.372435
Philippines10544,R,3.363435
Philippines10545,R,3.349435
Philippines10546,R,3.342435
Philippines10547,R,3.361435
Philippines10548,R,3.358435
Philippines10550,R,0.378487
Philippines10551,R,3.441487
Philippines10552,R,3.439487
Philippines10553,R,3.425487
Philippines10555,R,0
Philippines10556,R,0
Philippines10557,R,1.393487
Philippines10558,R,0.048487
Philippines10559,R,0.680487
Philippines10560,R,0.967487
Philippines10561,R,1.094487
Philippines10564,R,0.957487
Philippines10565,R,0
Philippines10567,R,3.619487
Philippines10586,R,0.269245
Philippines10591,R,0.446487
Philippines10592,R,0.746487
Philippines10593,R,0.437245
Philippines10594,R,0.738245
Philippines10595,R,0.757245
Philippines10596,R,3.441245
Philippines10597,R,3.388245
Philippines10598,R,0.550245
Philippines10599,R,0.475245
Philippines10600,R,0.313245
Philippines10601,R,0.014245
Philippines10602,R,0.503245
Philippines10603,R,3.379245
Philippines10604,R,0.355245
Philippines10605,R,3.345245
Philippines10606,R,3.354245
Philippines10607,R,0.848245
Philippines10608,R,3.596245
Philippines10609,R,3.368245
Philippines10610,R,3.436245
Philippines10611,R,0.903245
Philippines10612,R,0.696245
Philippines10613,R,3.507245
Philippines10614,R,0.509245
Philippines10615,R,3.389245
Philippines10616,R,0.14624500000000001
Philippines10617,R,0.150245
Philippines10618,R,0.301245
Philippines10619,R,0.271245
Philippines10620,R,0.339245
Philippines10621,R,0.379245
Philippines10622,R,0.139245
Philippines10623,R,0.150245
Philippines10624,R,0.244245
Philippines10625,R,0.234245
Philippines10626,R,0.256245
Philippines10627,R,0.288245
Philippines10628,R,0.379245
Philippines10629,R,0.161245
Philippines10630,R,0.155245
Philippines10775,R,0.014245
Philippines10875,R,0.392245
Philippines10876,R,0.288245
Philippines10877,R,0.260245
Philippines10878,R,0.141245
Philippines10879,R,0.357245
Philippines10887,R,0.135245
Philippines10888,R,0.271245
Philippines10889,R,0.295245
Philippines10912,R,0.2665353
Philippines10913,R,0.2895353
Philippines10914,R,0.3345353
Philippines10915,R,0.322245
Philippines10916,R,0.290245
Philippines10917,R,0.283245
Philippines10918,R,0.4355353
Philippines11119,R,0.2235353
Philippines11120,R,0.1985353
Philippines11121,R,0.3765353
Philippines11122,R,0.3525353
Philippines11123,R,0.2105353
Philippines11124,R,0.2255353
Philippines11125,R,0.3825353
Philippines11138,R,0.2585353
Philippines11139,R,0.1115353
Philippines11140,R,0.3115353
Philippines11141,R,0.3935353
Philippines11142,R,0.2845353
Philippines11149,R,0.449028
Philippines11150,R,3.340028
Philippines11151,R,0.332028
Philippines11152,R,0.4535353
Philippines11153,R,0.3835353
Philippines11154,R,0.1155353
Philippines11155,R,0.3405353
Philippines11156,R,0.3745353
Philippines11157,R,0.3215353
Philippines11158,R,0.2635353
Philippines11159,R,0.261028
Philippines11160,R,0.224028
Philippines11167,R,0.4305353
Philippines11169,R,0.2835353
Philippines11198,R,0.5045353
Philippines11199,R,0.1665353
Philippines11200,R,0.3235353
Philippines11201,R,0.1265353
Philippines11202,R,0.3125353
Philippines11203,R,0.1635353
Philippines11204,R,0.157245
Philippines11143,R,0.1475353
Philippines11144,R,0.1965353
Philippines11145,R,0.3325353
Philippines11146,R,0.3685353
Philippines11147,R,0.215028
Philippines11148,R,0.313028
Philippines11191,R,3.324028
Philippines11192,R,3.335028
Philippines11209,R,0.3615353
Philippines11190,R,0.310028
Philippines10681,R,0.183487
Philippines10566,R,0.375487
Philippines10570,R,0
Philippines10571,R,0
Philippines10572,R,0.309487
Philippines10573,R,0.505487
Philippines10574,R,0.288487
Philippines10575,R,0.396487
Philippines10576,R,0.279487
Philippines10577,R,0.518487
Philippines10578,R,0.438487
Philippines10579,R,0.537487
Philippines10580,R,0.400487
Philippines10581,R,0.203487
Philippines10582,R,0.220487
Philippines10583,R,0.337487
Philippines10584,R,0.424487
Philippines10585,R,0.402245
Philippines10588,R,0.284487
Philippines10589,R,0.164487
Philippines10590,R,0.18648700000000001
Philippines10641,R,0.048487
Philippines10646,R,0.386487
Philippines10647,R,0.240078
Philippines10648,R,0.176078
Philippines10649,R,0.048487
Philippines10650,R,0.027078
Philippines10651,R,0.157078
Philippines10652,R,0.167078
Philippines10653,R,0.137078
Philippines10654,R,0.027078
Philippines10655,R,0.027078
Philippines10656,R,0.027078
Philippines10657,R,0.139078
Philippines10658,R,0.142078
Philippines10659,R,0
Philippines10660,R,0.027078
Philippines10661,R,0.027078
Philippines10662,R,0
Philippines10687,R,0.048487
Philippines10692,R,0.048487
Philippines10694,R,0.027078
Philippines10695,R,0.027078
Philippines10696,R,0.027078
Philippines10698,R,0.137078
Philippines10700,R,0.027078
Philippines10701,R,0.140078
Philippines10702,R,0.140078
Philippines10703,R,0.141078
Philippines10704,R,0.142078
Philippines10737,R,0.122245
Philippines10706,R,0.196078
Philippines10707,R,0.505481
Philippines10708,R,0.172481
Philippines10709,R,0.325481
Philippines10710,R,0.468481
Philippines10711,R,0.406481
Philippines10712,R,0.457481
Philippines10713,R,0.167481
Philippines10714,R,0.165481
Philippines10715,R,0.414481
Philippines10716,R,0.027078
Philippines10717,R,0.139078
Philippines10718,R,0.164078
Philippines10719,R,0.352078
Philippines10720,R,0.459078
Philippines10721,R,0.229078
Philippines10722,R,0.386481
Philippines10723,R,0.350481
Philippines10724,R,0.499481
Philippines10725,R,0.437481
Philippines10726,R,0.335481
Philippines10727,R,0.359078
Philippines10728,R,0.350078
Philippines10729,R,0.242078
Philippines10730,R,0.244078
Philippines10731,R,0.219481
Philippines10732,R,0.400481
Philippines10733,R,0.472481
Philippines10734,R,0.211481
Philippines10735,R,0.323481
Philippines10736,R,0.386481
Philippines10748,R,0
Philippines10749,R,0.242481
Philippines10750,R,3.378481
Philippines10751,R,0.433481
Philippines10752,R,0.283481
Philippines10754,R,0.331481
Philippines10759,R,0.445481
Philippines10760,R,0.389481
Philippines10761,R,0.376481
Philippines10762,R,0.579481
Philippines10764,R,0.178481
Philippines10765,R,0.121481
Philippines10773,R,0.099481
Philippines11217,R,0.405028
Philippines11218,R,0.350028
Philippines11219,R,0.326028
Philippines11231,R,0.134028
Philippines11232,R,0.380028
Philippines11233,R,0.334028
Philippines10785,R,0.424481
Philippines10786,R,0.412481
Philippines10787,R,0.353481
Philippines10788,R,0.326481
Philippines10789,R,0.332481
Philippines10790,R,0.41544354
Philippines10791,R,0
Philippines10792,R,0.45044354
Philippines10793,R,0.44744354
Philippines10794,R,0.44644354
Philippines10801,R,0.425481
Philippines10802,R,0.26044354
Philippines10812,R,0.11744354
Philippines10813,R,0.25144354
Philippines10814,R,0.268028
Philippines10815,R,0.231028
Philippines10816,R,0.214028
Philippines10817,R,0.223028
Philippines10818,R,0.124028
Philippines10819,R,0.259028
Philippines10820,R,0.225028
Philippines10821,R,0.220028
Philippines10822,R,0.099028
Philippines11181,R,0.205028
Philippines11182,R,0.315028
Australia10223,R,0.2105634
BruneiDarussalam10387,R,0.2053471
Djibouti1414,R,0.0093025
Djibouti1413,R,0.0093025
Djibouti1411,R,0.0093025
Djibouti1410,R,0.2293025
Djibouti1412,R,0.1173025
Djibouti1409,R,0.1653025
Eritrea1430,R,0.1673025
Eritrea1427,R,0.1613025
Eritrea1428,R,0.3323025
Eritrea1429,R,0.1613025
Eritrea1423,R,0.2233025
Eritrea1424,R,0.1273025
Eritrea1425,R,0.1503025
Eritrea1426,R,0.2943025
Eritrea9291,R,0.0093025
Eritrea1415,R,0.2303025
Eritrea1422,R,0.0093025
Eritrea1421,R,0.1903025
Eritrea1416,R,0.1633025
Eritrea1417,R,0.1473025
Eritrea1418,R,0.1643025
Eritrea1419,R,0.3153025
Eritrea1420,R,0.3163025
Indonesia10634,R,0.2939853
Indonesia10636,R,0.1679853
Indonesia10362,R,0.1616246
Indonesia10427,R,0.1549853
Indonesia10428,R,0.1609853
Indonesia10418,R,0
Indonesia3238,R,0.2046308
Indonesia3280,R,0.1479853
Indonesia3281,R,0.3626308
Indonesia3282,R,0.2186308
Indonesia3283,R,0.34244354
Indonesia3284,R,0.12444354
Indonesia11261,R,0.21044354
Indonesia11262,R,0.21044354
Indonesia11263,R,0.22344354
Indonesia11264,R,0.12144354
Indonesia11265,R,0.24244354
Indonesia11266,R,0.21044354
Indonesia11267,R,0.32944354
Indonesia11268,R,0.21044354
Indonesia11286,R,0.21044354
Indonesia11287,R,0.21144354
Indonesia11288,R,0.21244354
Indonesia11289,R,3.32844354
Indonesia11290,R,0.32944354
Indonesia11291,R,0.32844354
Indonesia11292,R,3.36244354
Indonesia11293,R,3.33344354
Indonesia11294,R,0.21444354
Indonesia11295,R,0.33644354
Indonesia11296,R,0.22344354
Indonesia11297,R,0.27144354
Indonesia11298,R,0.32744354
Indonesia11299,R,0.31644354
Indonesia11300,R,0.32444354
Indonesia11301,R,0
Indonesia11302,R,3.35444354
Indonesia11303,R,0.32044354
Indonesia11304,R,0.31544354
Indonesia11305,R,0.32344354
Indonesia11306,R,0.35444354
Indonesia11307,R,3.36944354
Indonesia11308,R,0.36944354
Indonesia11309,R,0
Indonesia11310,R,0.40044354
Indonesia11311,R,0.39244354
Indonesia11312,R,0.25944354
Indonesia11313,R,0.25544354
Indonesia11314,R,0.34544354
Indonesia11315,R,0.33144354
Indonesia11316,R,3.33144354
Indonesia11317,R,0.32944354
Indonesia11318,R,0.31644354
Indonesia11319,R,0.20944354
Indonesia11320,R,0.21644354
Indonesia11321,R,0.22644354
Indonesia11322,R,0.22644354
Indonesia11323,R,0.28444354
Indonesia11324,R,0.20944354
Indonesia11325,R,0.20944354
Indonesia11326,R,0.10544354
Indonesia11327,R,0.21044354
Indonesia11328,R,0.21144354
Indonesia11329,R,0.21144354
Indonesia11330,R,0.31544354
Indonesia11331,R,0.31544354
Indonesia11332,R,0.31544354
Indonesia11337,R,0.35744354
Indonesia11338,R,0.31544354
Indonesia10275,R,0.1752771
Indonesia10287,R,0.1622771
Indonesia10388,R,0.1926246
Indonesia10200,R,0.108676
Indonesia10201,R,0.097676
Indonesia10204,R,0.211676
Indonesia3239,R,0.1019853
Indonesia3241,R,0.2239853
Indonesia3273,R,0.1169853
Indonesia3274,R,0.1089853
Indonesia3275,R,0.1139853
Indonesia3276,R,0.1069853
Indonesia11165,R,0.1999853
Indonesia11173,R,0.1209853
Indonesia10368,R,0.1716246
Indonesia10369,R,0.2696246
Indonesia10373,R,0.1546246
Indonesia10435,R,0.1200613
Indonesia10376,R,0.4696246
Indonesia10377,R,0.3096246
Indonesia10378,R,0.1896246
Indonesia11473,R,0.14244354
Indonesia11476,R,0.11944354
Indonesia11477,R,0.12544354
Indonesia11475,R,4.4354e-4
Indonesia3268,R,0.1109853
Indonesia3270,R,0.1169853
Indonesia3272,R,0.1279853
Indonesia11248,R,0.1459853
Indonesia11250,R,0.2199853
Indonesia11252,R,0.3099853
Indonesia11260,R,0.2509853
Indonesia11253,R,9.8815e-4
Indonesia11278,R,9.8815e-4
Indonesia10407,R,0.2146246
Indonesia10668,R,0.3156246
Indonesia11430,R,0.11044354
Indonesia11456,R,0.11544354
Indonesia11467,R,4.4354e-4
Indonesia11269,R,0.2266308
Indonesia11271,R,0.2366308
Indonesia11340,R,4.4354e-4
Indonesia11360,R,4.4354e-4
Indonesia11426,R,4.4354e-4
Indonesia11428,R,0.10644354
Indonesia11431,R,0.10444354
Indonesia11433,R,0.11944354
Indonesia11437,R,4.4354e-4
Indonesia11438,R,4.4354e-4
Indonesia11439,R,0.34044354
Indonesia11440,R,0.25344354
Indonesia11441,R,0.23244354
Indonesia11454,R,0.20998815
Indonesia11455,R,0.10798815
Indonesia11458,R,0.10698815
Indonesia11459,R,0.22698815
Indonesia11468,R,0.11898815
Indonesia11562,R,0.10798815
Indonesia11647,R,9.8815e-4
Indonesia11648,R,0.11898815
Indonesia10455,R,0.1616246
Indonesia3243,R,0.2239853
Indonesia3244,R,0.1019853
Indonesia3245,R,0.3419853
Indonesia3246,R,0.2539853
Indonesia3247,R,0.2489853
Indonesia3248,R,0.3779853
Indonesia3249,R,0.4869853
Indonesia3250,R,0.4409853
Indonesia3251,R,0.5109853
Indonesia3252,R,0.2559853
Indonesia3253,R,0.3159853
Indonesia3254,R,0.2399853
Indonesia3259,R,0.1529853
Indonesia3261,R,0.1349853
Indonesia3262,R,0.1299853
Indonesia3263,R,0.2889853
Indonesia3264,R,0.1249853
Indonesia3265,R,0.1439853
Indonesia3266,R,0.3309853
Indonesia10270,R,0.2362525
Indonesia10224,R,0.1038422
Kenya1368,R,0.2624114
Kenya1361,R,0.5554114
Kenya1362,R,0.4264114
Kenya1364,R,0.2934114
Kenya1365,R,0.3724114
Kenya9347,R,0.3484114
Malaysia10635,R,0.2959853
Malaysia10361,R,0.1696246
Malaysia10398,R,0.1913471
Malaysia10400,R,0.2401712
Malaysia10401,R,0.2991712
Malaysia10365,R,0.1916246
MicronesiaFedStates11740,R,0.2039689
MicronesiaFedStates11741,R,0.3089689
MicronesiaFedStates11742,R,0.2039689
MicronesiaFedStates11743,R,0.2039689
MicronesiaFedStates11744,R,0.1129689
Palau11626,R,0.22882533
Palau11627,R,8.2533e-4
PapuaNewGuinea11709,R,0.124805
PapuaNewGuinea11715,R,0.101805
Philippines10509,R,0.1384536
Philippines10642,R,0.027078
Philippines10643,R,0.027078
Philippines10644,R,0.027078
Philippines10645,R,0.1854536
Philippines10511,R,0.384747
Philippines11183,R,0.315028
Philippines10823,R,0.232028
Philippines10824,R,0
Philippines10825,R,0.214028
Philippines10826,R,0.357028
Philippines10827,R,0.268028
Philippines10828,R,3.316028
Philippines10829,R,0.205028
Philippines10830,R,0.248028
Philippines10841,R,0.226028
Philippines11215,R,0.341028
Philippines11216,R,0.492028
Philippines11221,R,0.633028
Philippines11230,R,0.361028
Philippines11234,R,0.123028
Philippines11235,R,0.115028
Philippines10755,R,0.229481
Philippines10756,R,0.236481
Philippines10895,R,0.133481
Philippines10896,R,0.195481
Philippines10897,R,0.273481
Philippines10898,R,0.147481
Philippines10900,R,0.212481
Philippines10901,R,0.342481
Philippines10902,R,0.423481
Philippines10903,R,0.22448100000000001
Philippines11129,R,0.118481
Philippines11130,R,0.331481
Philippines11131,R,0.120481
Philippines11132,R,0.268481
Philippines10757,R,0.105481
Philippines10766,R,0.227481
Philippines10767,R,0.219481
Philippines10768,R,0.316481
Philippines10769,R,0.337481
Philippines10770,R,0.330481
Philippines10771,R,0.344481
Philippines10772,R,0.216481
Philippines10890,R,0.328481
Philippines10891,R,0.878481
Philippines10892,R,0.157481
Philippines10893,R,0.336481
Philippines10894,R,0.274481
Philippines10904,R,0.316481
Philippines10905,R,0.331481
Philippines10906,R,0.385481
Philippines11111,R,0.222481
Philippines11112,R,0.216481
Philippines11113,R,0.214481
Philippines11114,R,0.219481
Philippines11127,R,0.347481
Philippines11128,R,0
Philippines11133,R,0.328481
Philippines11134,R,0.320481
Philippines11135,R,0.312481
Philippines11136,R,0.312481
Philippines10856,R,0.21244354
Philippines10857,R,0.31844354
Philippines10858,R,0
Philippines10859,R,0.31944354
Philippines10860,R,0.31744354
Philippines10842,R,0.13344354
Philippines10843,R,0.10644354
Philippines10861,R,0.25144354
Philippines10862,R,0.21144354
Philippines10863,R,0.32244354
Philippines10864,R,0.21944354
Philippines10865,R,0.27444354
Philippines10866,R,0.12344354
Philippines10867,R,0.26244354
Philippines10868,R,0.13644354
Philippines10869,R,0.32244354
Philippines10870,R,0.11144354
Philippines10871,R,0.22144354
Philippines10872,R,0.21844354
Philippines10873,R,0.28344354
Philippines11245,R,0.22544354
Philippines11246,R,0.26044354
Philippines11247,R,0.22744354
Philippines10806,R,0.11844354
Philippines10807,R,0.15544354
Philippines10808,R,0.20344354
Philippines10809,R,0.25544354
Philippines10810,R,0.25644354
Philippines10811,R,0.38644354
Philippines10844,R,0.30744354
Philippines10845,R,0.25244354
Philippines10846,R,0.15244354
Philippines10847,R,0.31744354
Philippines10848,R,0.59944354
Philippines10849,R,0.38144354
Philippines10850,R,0.15044354
Philippines10851,R,0.26044354
Philippines10852,R,0
Philippines10853,R,0.23444354
Philippines10854,R,0.21444354
Philippines10855,R,0.21544354
Philippines10686,R,0.2626308
Philippines10685,R,0
Philippines10697,R,0
Philippines10739,R,0
Philippines10740,R,0.1186308
Philippines10741,R,0
Philippines10742,R,0.3576308
Philippines10743,R,0.2316308
Philippines10744,R,0.2346308
Philippines10745,R,0.1296308
Philippines10776,R,0.2886308
Philippines10777,R,0.2496308
Philippines10778,R,3.3676308
Philippines10779,R,0.2856308
Philippines10780,R,0.1566308
Philippines10781,R,0.3586308
Philippines10782,R,0.3506308
Philippines10783,R,0.2516308
Philippines10784,R,0.2386308
Philippines10795,R,0.2586308
Philippines10796,R,0.2746308
Philippines10797,R,0.2076308
Philippines10798,R,0.222481
Philippines10799,R,0.104481
Philippines10800,R,0.148481
Philippines10803,R,0.24744354
Philippines10804,R,0.24844354
Philippines10805,R,0.24844354
Philippines10831,R,3.3896308
Philippines10832,R,0.4116308
Philippines10833,R,0.34044354
Philippines10834,R,0.13144354
Philippines10835,R,0.36144354
Philippines10836,R,0.31544354
Philippines10837,R,0.26244354
Philippines10838,R,0.24344354000000001
Philippines10839,R,0.31144354
Philippines10840,R,0
Philippines10907,R,0.2626308
Philippines10908,R,0.3246308
Philippines10909,R,0.1786308
Philippines10910,R,0.3246308
Philippines10911,R,0.2446308
SaoTome&Principe9209,R,0.3493481
SaoTome&Principe9206,R,3.3163481
Somalia1407,R,3.6253025
Somalia1369,R,0.1534114
Somalia1391,R,0.2763025
Somalia1392,R,0.2283025
Somalia1393,R,0.2703025
Somalia1394,R,0.3323025
Somalia1395,R,0.1333025
Somalia1386,R,0.1293025
Somalia1387,R,0.1443025
Somalia1388,R,0.2323025
Somalia1389,R,0.2313025
Somalia1390,R,0.2223025
Somalia1383,R,0.1323025
Somalia1384,R,0.2553025
Somalia1385,R,0.2753025
Somalia1404,R,0.3113025
Somalia1405,R,0.2063025
Somalia1406,R,0.2173025
Somalia1408,R,0.1883025
Somalia1396,R,0.2323025
Somalia1397,R,0.2473025
Somalia1398,R,0.2263025
Somalia1400,R,0.2273025
Somalia1401,R,0.2623025
Somalia1402,R,0.1303025
Somalia1403,R,0.4163025
Somalia1399,R,0.3743025
Somalia1382,R,0.2703025
Somalia1380,R,0.2493025
Somalia1381,R,0.2553025
Somalia1379,R,0.3863025
Somalia1378,R,0.2643025
Somalia1376,R,0.3964114
Somalia1377,R,3.3824114
Somalia1370,R,0.2564114
Somalia1371,R,0.2584114
Somalia1372,R,0.2574114
Somalia1373,R,0.3604114
Somalia1374,R,0.3934114
Somalia1375,R,0.4174114
Sudan1438,R,0.13904381
Sudan1431,R,0.2943025
Sudan1434,R,0.1663025
Sudan1435,R,0.2843025
Sudan1436,R,0.2743025
Sudan1437,R,0.0093025
Sudan1432,R,0.1683025
Sudan1433,R,0.3073025
UnitedStates11693,R,0.2200583
UnitedStates11694,R,0.2280583
UnitedStates11688,R,0.2178174
Australia10434,R,0.1065634
Bangladesh1886,R,0.358924
Cambodia2101,R,0.1392806
Cambodia2102,R,0.3202806
Cambodia2103,R,0.2282806
Cambodia2104,R,0.1362806
Cambodia2105,R,0.2402806
Cambodia2106,R,0.2612806
Cambodia2107,R,0.1572806
Cambodia2108,R,0.1422806
Cambodia2109,R,0.1632806
Cambodia2110,R,0.1464805
Cambodia2111,R,0.1894805
Cambodia2112,R,0.2034805
Cambodia2113,R,0.4444805
Cambodia2114,R,0.2424805
Cambodia2115,R,0.2644805
EastTimor11345,R,0.10565722
EastTimor11349,R,0.21398815
EastTimor11356,R,0.24798815
EastTimor11350,R,0.21298815
EastTimor11351,R,0.32098815
EastTimor11352,R,9.8815e-4
EastTimor11436,R,0.10698815
Indonesia10136,R,0.1192123
Indonesia10137,R,0.1072123
Indonesia10138,R,0.2432123
Indonesia10139,R,0.3732123
Indonesia10140,R,0.3522123
Indonesia10141,R,0.2812123
Indonesia10142,R,0.1212123
Indonesia10143,R,0.1162123
Indonesia10144,R,0.1192123
Indonesia10146,R,0.1362123
Indonesia10178,R,0.2142123
Indonesia10148,R,0.097939
Indonesia10151,R,0.162939
Indonesia10199,R,0.135939
Indonesia10238,R,0.2688422
Indonesia10239,R,0.2628422
Indonesia10240,R,0.2078422
Indonesia10241,R,0.399918537
Indonesia10262,R,0.1820613
Indonesia10272,R,0.1630613
Indonesia10274,R,0.3562525
Indonesia10276,R,0.2822525
Indonesia10273,R,0.1402525
Indonesia10154,R,0.36828
Indonesia10208,R,0.287676
Indonesia10210,R,0.273676
Indonesia10209,R,0.212676
Indonesia11479,R,8.2533e-4
Indonesia11480,R,8.2533e-4
Indonesia11481,R,8.2533e-4
Indonesia11482,R,8.2533e-4
Indonesia11484,R,8.2533e-4
Indonesia11486,R,8.2533e-4
Indonesia11488,R,8.2533e-4
Indonesia11489,R,8.2533e-4
Indonesia11490,R,8.2533e-4
Indonesia11491,R,8.2533e-4
Indonesia11492,R,8.2533e-4
Indonesia11493,R,9.8815e-4
Indonesia11494,R,8.2533e-4
Indonesia11495,R,8.2533e-4
Indonesia11496,R,9.8815e-4
Indonesia11497,R,0.10898815
Indonesia11498,R,0.092853
Indonesia11499,R,9.8815e-4
Indonesia11501,R,9.8815e-4
Indonesia11504,R,9.8815e-4
Indonesia11649,R,0.11298815
Indonesia11650,R,0.23482533
Indonesia11500,R,0.141853
Indonesia11502,R,0.133853
Indonesia11505,R,8.2533e-4
Indonesia11508,R,0.465853
Indonesia11510,R,0.142853
Indonesia11654,R,8.2533e-4
Indonesia11655,R,8.2533e-4
Indonesia11656,R,8.2533e-4
Indonesia11662,R,8.2533e-4
Indonesia11512,R,0.103805
Indonesia11678,R,0.205853
Indonesia10283,R,0.1392525
Indonesia10284,R,0.2372525
Indonesia10285,R,0.1922525
Indonesia10431,R,0.3960613
Indonesia10432,R,0.1592525
Indonesia10433,R,0.2532525
Indonesia10176,R,0.2212525
Indonesia10177,R,0.2162525
Indonesia10170,R,0.3522525
Indonesia10171,R,0.3462525
Indonesia10172,R,0.3432525
Indonesia10173,R,0.2232525
Indonesia10168,R,0.3312525
Indonesia10169,R,0.2312525
Indonesia10174,R,0.2462525
Indonesia10175,R,0.2082525
Indonesia11453,R,9.8815e-4
Indonesia11466,R,0.21498815
Indonesia11474,R,9.8815e-4
Indonesia11483,R,0.10598815
Indonesia11487,R,0.10898815
Indonesia11582,R,0.10898815
Indonesia11631,R,9.8815e-4
Indonesia11632,R,9.8815e-4
Indonesia11633,R,9.8815e-4
Indonesia11634,R,9.8815e-4
Indonesia11635,R,0
Indonesia11636,R,0.85598815
Indonesia11637,R,0.25298815
Indonesia11638,R,0.13298815
Indonesia11639,R,0.42198815
Indonesia11640,R,0.13898815
Indonesia11641,R,0.14798815
Indonesia11646,R,9.8815e-4
Indonesia11652,R,9.8815e-4
Indonesia11653,R,9.8815e-4
Indonesia11657,R,9.8815e-4
Indonesia11658,R,9.8815e-4
Indonesia11659,R,9.8815e-4
Indonesia11660,R,9.8815e-4
Indonesia11661,R,9.8815e-4
Indonesia10296,R,0.3082525
Indonesia10298,R,0
Indonesia10300,R,0.2582525
Indonesia10304,R,0.4002525
Indonesia10305,R,0.3312525
Indonesia10306,R,0.3332525
Indonesia10307,R,0.1602525
Indonesia10308,R,0.1692525
Indonesia10309,R,0.2442525
Indonesia10310,R,0.3522525
Indonesia10311,R,0.3332525
Indonesia10312,R,0.4172525
Indonesia10313,R,0.2362525
Indonesia10314,R,0.2252525
Indonesia10315,R,0.1962525
Indonesia10316,R,0.2522525
Indonesia10319,R,0.4152525
Indonesia10321,R,0.4222525
Indonesia10317,R,3.3692525
Indonesia10318,R,0.4626246
Indonesia10320,R,0.1326246
Indonesia10322,R,0.2342525
Indonesia10324,R,0.2482525
Indonesia10325,R,0.1606246
Indonesia10326,R,0.2306246
Indonesia10327,R,0.1146246
Indonesia10328,R,0.1156246
Indonesia10329,R,0.2796246
Indonesia10288,R,0.2032525
Indonesia10291,R,0.1562525
Indonesia10292,R,0.1162525
Indonesia10293,R,0.1142525
Indonesia10294,R,0.2082525
Indonesia10295,R,1.0542525
Indonesia10297,R,0.2872525
Indonesia10299,R,0.2092525
Indonesia10301,R,0.2042525
Indonesia10302,R,0.2462525
Indonesia10303,R,0.3382525
Indonesia10330,R,0.2756246
Indonesia10331,R,0.1746246
Indonesia10332,R,0.3576246
Indonesia10333,R,0.1976246
Indonesia10334,R,0.3666246
Indonesia10335,R,0.3576246
Indonesia10336,R,0.2346246
Indonesia10337,R,0.2256246
Indonesia10338,R,0.1176246
Indonesia10339,R,0.2636246
Indonesia10340,R,0.1626246
Indonesia10341,R,0.3366246
Indonesia10342,R,0.4876246
Indonesia10343,R,0.1596246
Indonesia10344,R,0.4256246
Indonesia10345,R,0.3376246
Indonesia10346,R,0.3536246
Indonesia10347,R,0.2906246
Indonesia10348,R,0.2416246
Indonesia10504,R,0.3176246
Indonesia10505,R,0.1646246
Indonesia10506,R,0.2216246
Indonesia3255,R,0.2859853
Indonesia3256,R,0.2259853
Indonesia3257,R,0.2509853
Indonesia3258,R,0.1529853
Indonesia3260,R,0.1409853
Indonesia11179,R,0.1159853
Indonesia11193,R,0.1152317
Indonesia11222,R,0.1062317
Indonesia10323,R,0.2662525
Indonesia10670,R,0.2606246
Indonesia10671,R,0.1046246
Indonesia10673,R,0.2456246
Indonesia10674,R,0.1612317
Indonesia10669,R,0.1602317
Indonesia10672,R,0.3982317
Indonesia10675,R,0.2842317
Indonesia10680,R,0.1162317
Indonesia10689,R,0.1212317
Indonesia10690,R,0.1162317
Indonesia10691,R,0.2322317
Indonesia10746,R,0.0012317
Indonesia10753,R,0.1242317
Indonesia11118,R,0.2172317
Indonesia11343,R,0.21365722
Indonesia11347,R,0.10698815
Indonesia11348,R,0.32598815
Indonesia11357,R,0.12798815
Indonesia11172,R,0.0012317
Indonesia11176,R,0.1292317
Indonesia11228,R,0.0012317
Indonesia11237,R,6.5722e-4
Indonesia11282,R,0.25765722
Indonesia11285,R,0.12265722
Indonesia11339,R,9.8815e-4
Indonesia11344,R,0.10565722
Indonesia11346,R,0.12165722
Indonesia11355,R,0.25065722
Indonesia11358,R,9.8815e-4
Indonesia11424,R,9.8815e-4
Indonesia11272,R,0.1142317
Indonesia11341,R,6.5722e-4
Indonesia11342,R,0.11665722
Indonesia11353,R,0.11565722
Indonesia11354,R,0.12765722
Indonesia10158,R,0.0988422
Indonesia10160,R,0.1482525
Indonesia10161,R,0.3172525
Indonesia10162,R,0.1272525
Indonesia10164,R,0.1202525
Indonesia10155,R,0.11328
Indonesia10156,R,0.20928
Indonesia10157,R,0.10928
Indonesia10219,R,0.09928
Malaysia1951,R,0.188769
Malaysia10207,R,0.121769
Malaysia1952,R,0.270769
Malaysia2035,R,0.397066
Malaysia1954,R,0.312769
Malaysia1955,R,0.178769
Malaysia1956,R,0
Malaysia1957,R,0
Malaysia1958,R,0
Malaysia1959,R,0.2893273
Malaysia1960,R,0.4383273
Malaysia1961,R,0.2423273
Malaysia1962,R,0.2253273
Malaysia1963,R,0.4163273
